movie_url,movie_id,year,released,rating,director,writer,star,country,budget,budget currency,budget value,gross,gross currency,gross value,company,runtime
http://www.imdb.com/title/tt4123430/?ref_=adv_li_tt,tt4123430,2018,"November 16, 2018 (United States)",PG-13,David Yates,J.K. Rowling,Eddie Redmayne,United Kingdom,"$200,000,000 (estimated)",$,200000000.0,"$654,855,901",$,654855901.0,Heyday Films,
http://www.imdb.com/title/tt1477834/?ref_=adv_li_tt,tt1477834,2018,"December 21, 2018 (United States)",PG-13,James Wan,David Leslie Johnson-McGoldrick,Jason Momoa,United States,"$160,000,000 (estimated)",$,160000000.0,"$1,148,528,393",$,1148528393.0,Warner Bros.,
http://www.imdb.com/title/tt4633694/?ref_=adv_li_tt,tt4633694,2018,"December 14, 2018 (United States)",PG,Bob Persichetti,Phil Lord,Shameik Moore,United States,"$90,000,000 (estimated)",$,90000000.0,"$375,540,831",$,375540831.0,Sony Pictures Entertainment (SPE),
http://www.imdb.com/title/tt7784604/?ref_=adv_li_tt,tt7784604,2018,"June 8, 2018 (United States)",R,Ari Aster,Ari Aster,Toni Collette,United States,"$10,000,000 (estimated)",$,10000000.0,"$80,239,658",$,80239658.0,PalmStar Media,
http://www.imdb.com/title/tt4154756/?ref_=adv_li_tt,tt4154756,2018,"April 27, 2018 (United States)",PG-13,Anthony Russo,Christopher Markus,Robert Downey Jr.,United States,"$321,000,000 (estimated)",$,321000000.0,"$2,048,359,754",$,2048359754.0,Marvel Studios,
http://www.imdb.com/title/tt1273221/?ref_=adv_li_tt,tt1273221,2018,"October 26, 2018 (United States)",R,Mathew Cullen,Roberta Hanley,Amber Heard,United Kingdom,"$8,000,000 (estimated)",$,8000000.0,"$487,420",$,487420.0,Muse Productions,
http://www.imdb.com/title/tt1677720/?ref_=adv_li_tt,tt1677720,2018,"March 29, 2018 (United States)",PG-13,Steven Spielberg,Zak Penn,Tye Sheridan,United States,"$175,000,000 (estimated)",$,175000000.0,"$582,918,849",$,582918849.0,Warner Bros.,
http://www.imdb.com/title/tt1727824/?ref_=adv_li_tt,tt1727824,2018,"November 2, 2018 (United States)",PG-13,Bryan Singer,Anthony McCarten,Rami Malek,United Kingdom,"$52,000,000 (estimated)",$,52000000.0,"$910,809,311",$,910809311.0,Twentieth Century Fox,
http://www.imdb.com/title/tt1825683/?ref_=adv_li_tt,tt1825683,2018,"February 16, 2018 (United States)",PG-13,Ryan Coogler,Ryan Coogler,Chadwick Boseman,United States,"$200,000,000 (estimated)",$,200000000.0,"$1,347,597,973",$,1347597973.0,Marvel Studios,
http://www.imdb.com/title/tt5463162/?ref_=adv_li_tt,tt5463162,2018,"May 18, 2018 (United States)",R,David Leitch,Rhett Reese,Ryan Reynolds,United States,"$110,000,000 (estimated)",$,110000000.0,"$785,896,609",$,785896609.0,Twentieth Century Fox,
http://www.imdb.com/title/tt4881806/?ref_=adv_li_tt,tt4881806,2018,"June 22, 2018 (United States)",PG-13,J.A. Bayona,Derek Connolly,Chris Pratt,United States,"$170,000,000 (estimated)",$,170000000.0,"$1,310,466,296",$,1310466296.0,Universal Pictures,
http://www.imdb.com/title/tt1270797/?ref_=adv_li_tt,tt1270797,2018,"October 5, 2018 (United States)",PG-13,Ruben Fleischer,Jeff Pinkner,Tom Hardy,United States,"$100,000,000 (estimated)",$,100000000.0,"$856,085,151",$,856085151.0,Avi Arad Productions,
http://www.imdb.com/title/tt2798920/?ref_=adv_li_tt,tt2798920,2018,"February 23, 2018 (United States)",R,Alex Garland,Alex Garland,Natalie Portman,United States,"$40,000,000 (estimated)",$,40000000.0,"$43,070,915",$,43070915.0,Paramount Pictures,
http://www.imdb.com/title/tt6998518/?ref_=adv_li_tt,tt6998518,2018,"September 14, 2018 (United States)",Not Rated,Panos Cosmatos,Panos Cosmatos,Nicolas Cage,United Kingdom,"$6,000,000 (estimated)",$,6000000.0,"$1,552,188",$,1552188.0,SpectreVision,
http://www.imdb.com/title/tt6966692/?ref_=adv_li_tt,tt6966692,2018,"November 16, 2018 (United States)",PG-13,Peter Farrelly,Nick Vallelonga,Viggo Mortensen,United States,"$23,000,000 (estimated)",$,23000000.0,"$321,752,656",$,321752656.0,Participant,
http://www.imdb.com/title/tt5688932/?ref_=adv_li_tt,tt5688932,2018,"July 13, 2018 (United States)",R,Boots Riley,Boots Riley,LaKeith Stanfield,United States,"$3,200,000 (estimated)",$,3200000.0,"$18,170,707",$,18170707.0,Cinereach,
http://www.imdb.com/title/tt5117670/?ref_=adv_li_tt,tt5117670,2018,"February 9, 2018 (United States)",PG,Will Gluck,Rob Lieber,James Corden,United States,"$50,000,000 (estimated)",$,50000000.0,"$351,496,066",$,351496066.0,Columbia Pictures,
http://www.imdb.com/title/tt3104988/?ref_=adv_li_tt,tt3104988,2018,"August 15, 2018 (United States)",PG-13,Jon M. Chu,Peter Chiarelli,Constance Wu,United States,"$30,000,000 (estimated)",$,30000000.0,"$238,843,729",$,238843729.0,Warner Bros.,
http://www.imdb.com/title/tt6644200/?ref_=adv_li_tt,tt6644200,2018,"April 6, 2018 (United States)",PG-13,John Krasinski,Bryan Woods,Emily Blunt,United States,"$17,000,000 (estimated)",$,17000000.0,"$340,952,971",$,340952971.0,Paramount Pictures,
http://www.imdb.com/title/tt1034415/?ref_=adv_li_tt,tt1034415,2018,"November 2, 2018 (United States)",R,Luca Guadagnino,Dario Argento,Chloë Grace Moretz,Italy,"$20,000,000 (estimated)",$,20000000.0,"$7,942,093",$,7942093.0,Frenesy Film Company,
http://www.imdb.com/title/tt7349662/?ref_=adv_li_tt,tt7349662,2018,"August 10, 2018 (United States)",R,Spike Lee,Charlie Wachtel,John David Washington,United States,"$15,000,000 (estimated)",$,15000000.0,"$93,413,709",$,93413709.0,Focus Features,
http://www.imdb.com/title/tt4912910/?ref_=adv_li_tt,tt4912910,2018,"July 27, 2018 (United States)",PG-13,Christopher McQuarrie,Bruce Geller,Tom Cruise,United States,"$178,000,000 (estimated)",$,178000000.0,"$791,657,398",$,791657398.0,Paramount Pictures,
http://www.imdb.com/title/tt3778644/?ref_=adv_li_tt,tt3778644,2018,"May 25, 2018 (United States)",PG-13,Ron Howard,Jonathan Kasdan,Alden Ehrenreich,United States,"$275,000,000 (estimated)",$,275000000.0,"$392,924,807",$,392924807.0,Lucasfilm,
http://www.imdb.com/title/tt5164214/?ref_=adv_li_tt,tt5164214,2018,"June 8, 2018 (United States)",PG-13,Gary Ross,Gary Ross,Sandra Bullock,United States,"$70,000,000 (estimated)",$,70000000.0,"$297,795,726",$,297795726.0,Warner Bros.,
http://www.imdb.com/title/tt5083738/?ref_=adv_li_tt,tt5083738,2018,"December 21, 2018 (United States)",R,Yorgos Lanthimos,Deborah Davis,Olivia Colman,Ireland,"$15,000,000 (estimated)",$,15000000.0,"$95,918,706",$,95918706.0,Fox Searchlight Pictures,
http://www.imdb.com/title/tt6266538/?ref_=adv_li_tt,tt6266538,2018,"December 25, 2018 (United States)",R,Adam McKay,Adam McKay,Christian Bale,United States,"$60,000,000 (estimated)",$,60000000.0,"$76,073,488",$,76073488.0,Annapurna Pictures,
http://www.imdb.com/title/tt4477536/?ref_=adv_li_tt,tt4477536,2018,"February 9, 2018 (United States)",R,James Foley,Niall Leonard,Dakota Johnson,United States,"$55,000,000 (estimated)",$,55000000.0,"$371,985,018",$,371985018.0,Perfect World Pictures,
http://www.imdb.com/title/tt4003440/?ref_=adv_li_tt,tt4003440,2018,"October 17, 2018 (Belgium)",R,Lars von Trier,Lars von Trier,Matt Dillon,Denmark,"€8,700,000 (estimated)",€,8700000.0,"$3,081,913",$,3081913.0,Zentropa Entertainments,
http://www.imdb.com/title/tt7040874/?ref_=adv_li_tt,tt7040874,2018,"September 14, 2018 (United States)",R,Paul Feig,Darcey Bell,Anna Kendrick,Canada,"$20,000,000 (estimated)",$,20000000.0,"$97,644,617",$,97644617.0,BRON Studios,
http://www.imdb.com/title/tt4779682/?ref_=adv_li_tt,tt4779682,2018,"August 10, 2018 (United States)",PG-13,Jon Turteltaub,Dean Georgaris,Jason Statham,United States,"$130,000,000 (estimated)",$,130000000.0,"$530,517,320",$,530517320.0,Di Bonaventura Pictures,
http://www.imdb.com/title/tt1517451/?ref_=adv_li_tt,tt1517451,2018,"October 5, 2018 (United States)",R,Bradley Cooper,Eric Roth,Lady Gaga,United States,"$36,000,000 (estimated)",$,36000000.0,"$436,233,122",$,436233122.0,Warner Bros. Pictures,
http://www.imdb.com/title/tt2677722/?ref_=adv_li_tt,tt2677722,2018,"March 19, 2021 (United States)",R,Brad Furman,Randall Sullivan,Johnny Depp,United Kingdom,,,,"$2,824,459",$,2824459.0,FilmNation Entertainment,
http://www.imdb.com/title/tt1226837/?ref_=adv_li_tt,tt1226837,2018,"October 25, 2018 (Israel)",R,Felix van Groeningen,Luke Davies,Steve Carell,United States,"$25,000,000 (estimated)",$,25000000.0,"$16,636,604",$,16636604.0,Amazon Studios,
http://www.imdb.com/title/tt5691670/?ref_=adv_li_tt,tt5691670,2018,"April 19, 2019 (United States)",R,David Robert Mitchell,David Robert Mitchell,Andrew Garfield,United States,"$8,500,000 (estimated)",$,8500000.0,"$2,053,469",$,2053469.0,Vendian Entertainment,
http://www.imdb.com/title/tt8359848/?ref_=adv_li_tt,tt8359848,2018,"September 19, 2018 (France)",R,Gaspar Noé,Gaspar Noé,Sofia Boutella,France,"€2,600,000 (estimated)",€,2600000.0,"$2,036,044",$,2036044.0,Rectangle Productions,
http://www.imdb.com/title/tt6628394/?ref_=adv_li_tt,tt6628394,2018,"October 12, 2018 (United States)",R,Drew Goddard,Drew Goddard,Jeff Bridges,United States,"$32,000,000 (estimated)",$,32000000.0,"$31,882,724",$,31882724.0,Goddard Textiles,
http://www.imdb.com/title/tt7959026/?ref_=adv_li_tt,tt7959026,2018,"December 14, 2018 (United States)",R,Clint Eastwood,Nick Schenk,Clint Eastwood,United States,"$50,000,000 (estimated)",$,50000000.0,"$174,804,407",$,174804407.0,Warner Bros.,
http://www.imdb.com/title/tt2873282/?ref_=adv_li_tt,tt2873282,2018,"March 2, 2018 (United States)",R,Francis Lawrence,Justin Haythe,Jennifer Lawrence,United States,"$69,000,000 (estimated)",$,69000000.0,"$151,572,634",$,151572634.0,Chernin Entertainment,
http://www.imdb.com/title/tt4560436/?ref_=adv_li_tt,tt4560436,2018,"August 17, 2018 (United States)",R,Peter Berg,Graham Roland,Mark Wahlberg,United States,"$50,000,000 (estimated)",$,50000000.0,"$66,308,758",$,66308758.0,STX Entertainment,
http://www.imdb.com/title/tt1571234/?ref_=adv_li_tt,tt1571234,2018,"December 14, 2018 (United States)",PG-13,Christian Rivers,Fran Walsh,Hera Hilmar,United States,"$100,000,000 (estimated)",$,100000000.0,"$83,869,818",$,83869818.0,Media Rights Capital (MRC),
http://www.imdb.com/title/tt1365519/?ref_=adv_li_tt,tt1365519,2018,"March 16, 2018 (United States)",PG-13,Roar Uthaug,Geneva Robertson-Dworet,Alicia Vikander,United Kingdom,"$94,000,000 (estimated)",$,94000000.0,"$274,650,803",$,274650803.0,Warner Bros.,
http://www.imdb.com/title/tt6269368/?ref_=adv_li_tt,tt6269368,2018,"November 16, 2018 (United States)",Unrated,Duncan Skiles,Christopher Ford,Dylan McDermott,United States,,,,"$167,994",$,167994.0,End Cue,
http://www.imdb.com/title/tt8267604/?ref_=adv_li_tt,tt8267604,2018,"September 20, 2018 (Lebanon)",R,Nadine Labaki,Nadine Labaki,Zain Al Rafeea,Lebanon,"$4,000,000 (estimated)",$,4000000.0,"$64,417,003",$,64417003.0,Mooz Films,
http://www.imdb.com/title/tt5052474/?ref_=adv_li_tt,tt5052474,2018,"June 29, 2018 (United States)",R,Stefano Sollima,Taylor Sheridan,Benicio Del Toro,United States,"$35,000,000 (estimated)",$,35000000.0,"$75,837,743",$,75837743.0,Columbia Pictures,
http://www.imdb.com/title/tt2328900/?ref_=adv_li_tt,tt2328900,2018,"December 21, 2018 (United States)",R,Josie Rourke,Beau Willimon,Saoirse Ronan,United Kingdom,"$25,000,000 (estimated)",$,25000000.0,"$46,712,809",$,46712809.0,Focus Features,
http://www.imdb.com/title/tt4532826/?ref_=adv_li_tt,tt4532826,2018,"November 21, 2018 (United States)",PG-13,Otto Bathurst,Ben Chandler,Taron Egerton,United States,"$100,000,000 (estimated)",$,100000000.0,"$86,493,046",$,86493046.0,Summit Entertainment,
http://www.imdb.com/title/tt5095030/?ref_=adv_li_tt,tt5095030,2018,"July 6, 2018 (United States)",PG-13,Peyton Reed,Chris McKenna,Paul Rudd,United States,"$162,000,000 (estimated)",$,162000000.0,"$622,674,139",$,622674139.0,Marvel Studios,
http://www.imdb.com/title/tt3606756/?ref_=adv_li_tt,tt3606756,2018,"June 15, 2018 (United States)",PG,Brad Bird,Brad Bird,Craig T. Nelson,United States,"$200,000,000 (estimated)",$,200000000.0,"$1,243,089,244",$,1243089244.0,Walt Disney Pictures,
http://www.imdb.com/title/tt5177088/?ref_=adv_li_tt,tt5177088,2018,"November 9, 2018 (United States)",R,Fede Alvarez,David Lagercrantz,Claire Foy,Germany,"$43,000,000 (estimated)",$,43000000.0,"$35,164,920",$,35164920.0,Columbia Pictures,
http://www.imdb.com/title/tt3829266/?ref_=adv_li_tt,tt3829266,2018,"September 14, 2018 (United States)",R,Shane Black,Fred Dekker,Boyd Holbrook,United States,"$88,000,000 (estimated)",$,88000000.0,"$160,542,134",$,160542134.0,Twentieth Century Fox,
http://www.imdb.com/title/tt5360996/?ref_=adv_li_tt,tt5360996,2018,"March 16, 2018 (United Kingdom)",R,Garth Davis,Helen Edmundson,Rooney Mara,United Kingdom,,,,"$11,710,110",$,11710110.0,See-Saw Films,
http://www.imdb.com/title/tt2704998/?ref_=adv_li_tt,tt2704998,2018,"February 23, 2018 (United States)",R,John Francis Daley,Mark Perez,Jason Bateman,United States,"$37,000,000 (estimated)",$,37000000.0,"$117,768,230",$,117768230.0,Access Industries,
http://www.imdb.com/title/tt4827558/?ref_=adv_li_tt,tt4827558,2018,"April 12, 2019 (United States)",R,Claire Denis,Claire Denis,Robert Pattinson,France,"€8,000,000 (estimated)",€,8000000.0,"$2,133,033",$,2133033.0,Alcatraz Films,
http://www.imdb.com/title/tt4701182/?ref_=adv_li_tt,tt4701182,2018,"December 21, 2018 (United States)",PG-13,Travis Knight,Christina Hodson,Hailee Steinfeld,China,"$135,000,000 (estimated)",$,135000000.0,"$467,989,645",$,467989645.0,Hasbro,
http://www.imdb.com/title/tt1259528/?ref_=adv_li_tt,tt1259528,2018,"January 19, 2018 (United States)",R,Christian Gudegast,Christian Gudegast,Gerard Butler,United States,"$30,000,000 (estimated)",$,30000000.0,"$80,509,622",$,80509622.0,STX Films,
http://www.imdb.com/title/tt6911608/?ref_=adv_li_tt,tt6911608,2018,"July 20, 2018 (United States)",PG-13,Ol Parker,Ol Parker,Lily James,United Kingdom,"$75,000,000 (estimated)",$,75000000.0,"$402,254,384",$,402254384.0,Universal Pictures,
http://www.imdb.com/title/tt4500922/?ref_=adv_li_tt,tt4500922,2018,"January 26, 2018 (United States)",PG-13,Wes Ball,T.S. Nowlin,Dylan O'Brien,United States,"$62,000,000 (estimated)",$,62000000.0,"$288,175,335",$,288175335.0,Gotham Group,
http://www.imdb.com/title/tt3766354/?ref_=adv_li_tt,tt3766354,2018,"July 20, 2018 (United States)",R,Antoine Fuqua,Richard Wenk,Denzel Washington,United States,"$62,000,000 (estimated)",$,62000000.0,"$190,400,157",$,190400157.0,Columbia Pictures,
http://www.imdb.com/title/tt5814060/?ref_=adv_li_tt,tt5814060,2018,"September 7, 2018 (United States)",R,Corin Hardy,Gary Dauberman,Demián Bichir,United States,"$22,000,000 (estimated)",$,22000000.0,"$365,582,797",$,365582797.0,Atomic Monster,
